Job Title,Job Description,Company Name,State,Type of ownership,Industry,Sector,Min_Salary,Max_Salary,Date_Posted,Valid_until,min_salary,max_salary
Senior Data Scientist,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

Novetta is seeking a Senior Data Scientist to develop innovative solutions for customers and internal product teams. We look to rapidly prototype solutions and deploy the most promising of them. We identify and leverage the latest techniques (fast.ai is a team favorite) so that our customers can stay one step ahead. On every project you'll learn something new (and likely teach us something as well).

Responsibilities include:
Develop solutions spanning multiple subject areas, from NLP to image and video.
Maintain awareness of state-of-the-art machine learning and techniques, methods and platforms, including commercial and open source.
Implement, configure and test machine learning and deep learning libraries and platforms (e.g. fast.ai, TensorFlow, Keras, XGBoost, LightGBM).
Test solutions on AWS using services such as SageMaker, EC2, and Snowball Edge.
Write blog posts and presentations that clearly communicate complex machine learning concepts to both technical and non-technical audiences.
Contribute to visually-appealing, web-enabled prototype applications that illustrate relevant machine learning capabilities.
Basic Qualifications:
Experience with Python (2+ years).
Experience with machine learning or statistics (2+ years).
Ability to work both independently and collaboratively.
High levels of curiosity, creativity, and problem-solving capabilities.
Strong written and verbal communication skills.
Comfortable navigating the command line.
Desired Skills:
Research experience in machine learning specific to natural language processing, computer vision, or deep learning.
Experience with managing data and creating algorithms using AWS.
Experience with R, Java, or other programming languages.
Security Clearance:
Active TS/SCI with polygraph required.
Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.

Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",Novetta," VA",Company - Private,Enterprise Software & Network Solutions,Information Technology,90535,100724,2020-05-07,2020-06-06,90535,100724
Senior Data Analyst,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

The Data Analyst will apply expertise in quantitative analysis, data mining, and data presentation to comprehend and identify trends and will provide technical solutions to a wide range of difficult problems.

The selected candidate will have the unique opportunity to support the customer through the application of programmatic and quantitative methods to identify patterns and relationships in large data sets using mathematical, statistical, and other data-driven analysis to address intelligence questions. The Data Analyst will apply and enhance their skills with developing, running, and analyzing results of complex queries against massive scale data stores/data processing environments.

Basic Qualifications:
The Data Analyst will provide imaginative, thorough, practicable, and consistent solutions with organizational objectives, work under general direction, and determine and develop approaches to solutions independently.
Present findings to both technical and non-technical collaborators and stakeholders.
Gather and analyze data across sources and systems to identify trends and derive recommendations or make predictions.
Generate and compile reports to provide a holistic comprehension of important performance metrics for more informed decision-making.
Position requires a Bachelor's degree.
Position requires five (5) years of related experience.
Experience with All-Source data analysis to perform technical targeting analytic support in the Intelligence Community.
Developing and using computer languages (e.g. Python, R, Pig, Java, C, SQL, ECL) to perform large scale parallel processing of data, and to develop, validate, and use methodologies to support analytic requirements in clustered computing environments.
Knowledge of SQL and databases
Experience using analytic techniques and tools to conduct technical targeting analytic support to the customer.
Ability to collaborate with technical teams to provide solutions.
Experience developing custom algorithms to support analytic requirements against massive data stores.
Desired Skills:
Experience in the Intelligence Community.
Security Clearance:
Active TS/SCI Poly security clearance required.

Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.


Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",Novetta," VA",Company - Private,Enterprise Software & Network Solutions,Information Technology,90535,100724,2020-05-07,2020-06-06,90535,100724
Senior Data Analyst,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

The Data Analyst will apply expertise in quantitative analysis, data mining, and data presentation to comprehend and identify trends and will provide technical solutions to a wide range of difficult problems.

The selected candidate will have the unique opportunity to support the customer through the application of programmatic and quantitative methods to identify patterns and relationships in large data sets using mathematical, statistical, and other data-driven analysis to address intelligence questions. The Data Analyst will apply and enhance their skills with developing, running, and analyzing results of complex queries against massive scale data stores/data processing environments.

Basic Qualifications:
The Data Analyst will provide imaginative, thorough, practicable, and consistent solutions with organizational objectives, work under general direction, and determine and develop approaches to solutions independently.
Present findings to both technical and non-technical collaborators and stakeholders.
Gather and analyze data across sources and systems to identify trends and derive recommendations or make predictions.
Generate and compile reports to provide a holistic comprehension of important performance metrics for more informed decision-making.
Position requires a Bachelor's degree.
Position requires five (5) years of related experience.
Experience with All-Source data analysis to perform technical targeting analytic support in the Intelligence Community.
Developing and using computer languages (e.g. Python, R, Pig, Java, C, SQL, ECL) to perform large scale parallel processing of data, and to develop, validate, and use methodologies to support analytic requirements in clustered computing environments.
Knowledge of SQL and databases
Experience using analytic techniques and tools to conduct technical targeting analytic support to the customer.
Ability to collaborate with technical teams to provide solutions.
Experience developing custom algorithms to support analytic requirements against massive data stores.
Desired Skills:
Experience in the Intelligence Community.
Security Clearance:
Active TS/SCI Poly security clearance required.

Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.


Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",Novetta," VA",Company - Private,Enterprise Software & Network Solutions,Information Technology,112161,181839,2020-04-28,2020-06-06,112161,181839
Data Science Instructor,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

Novetta is seeking a skilled Data Science Instructor to support a fast paced, innovative project supporting our client in the field of data science and AI/Machine Learning.

Basic Qualifications:
SME skill level
15+ years of experience in data science or a related field
Ability to become familiar with current client priorities, programs and issues in order to adapt training programs to reflect changes in client mission, structure, regulations, or processes.
Excellent oral, written, and interpersonal communication skills
Outstanding facilitation skills to manage group processes and elicit student participation
Analytic and problem-solving skills
Demonstrated ability to apply structured analysis methods to various types of data to establish trends, determine variability, and diagnose the effect on training curricula.
Ability to work independently and as part of a team
Security Clearance:
An active TS/SCI w/Poly clearance

Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.


Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality, and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",Novetta," VA",Company - Private,Enterprise Software & Network Solutions,Information Technology,112161,181839,2020-04-28,2020-06-06,112161,181839
Data Scientist,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

Novetta is seeking a Data Scientist who wants to develop innovative solutions for customers and internal product teams. We look to rapidly prototype solutions and deploy the most promising of them. We identify and leverage the latest techniques (fast.ai is a team favorite) so that our customers can stay one step ahead. On every project you'll learn something new (and likely teach us something as well). If that sounds appealing to you - we'd love to chat.

Responsibilities include:
Develop solutions spanning multiple subject areas, from NLP to Image and Video.
Maintain awareness of state-of-the-art machine learning and techniques, methods and platforms, including commercial and open source.
Implement, configure and test machine learning and deep learning libraries and platforms (e.g. fast.ai, TensorFlow, Keras, XGBoost, LightGBM).
Test solutions on AWS using services such as SageMaker, EC2, and Snowball Edge.
Write blog posts and presentations that clearly communicate complex machine learning concepts to both technical and non-technical audiences.
Contribute to visually-appealing, web-enabled prototype applications that illustrate relevant machine learning capabilities.
Basic Qualifications:
Experience with Python
Experience with machine learning or statistics
Ability to work both independently and collaboratively.
High levels of curiosity, creativity, and problem-solving capabilities.
Strong written and verbal communication skills.
Comfortable navigating the command line.
Desired Skills:
Research experience in Machine Learning specific to Natural Language Processing, Computer Vision, or deep learning.
Experience with managing data and creating algorithms using AWS.
Experience with R, Java, or other programming languages.
Security Clearance:
Must be eligible to obtain and maintain a TS/SCI with Poly clearance

Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.

Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",Novetta," VA",Company - Private,Enterprise Software & Network Solutions,Information Technology,112161,181839,2020-04-28,2020-06-06,112161,181839
Data Scientist,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

Novetta is seeking a Data Scientist who wants to develop innovative solutions for customers and internal product teams. We look to rapidly prototype solutions and deploy the most promising of them. We identify and leverage the latest techniques (fast.ai is a team favorite) so that our customers can stay one step ahead. On every project you'll learn something new (and likely teach us something as well). If that sounds appealing to you - we'd love to chat.

Responsibilities include:
Develop solutions spanning multiple subject areas, from NLP to Image and Video.
Maintain awareness of state-of-the-art machine learning and techniques, methods and platforms, including commercial and open source.
Implement, configure and test machine learning and deep learning libraries and platforms (e.g. fast.ai, TensorFlow, Keras, XGBoost, LightGBM).
Test solutions on AWS using services such as SageMaker, EC2, and Snowball Edge.
Write blog posts and presentations that clearly communicate complex machine learning concepts to both technical and non-technical audiences.
Contribute to visually-appealing, web-enabled prototype applications that illustrate relevant machine learning capabilities.
Basic Qualifications:
Experience with Python
Experience with machine learning or statistics
Ability to work both independently and collaboratively.
High levels of curiosity, creativity, and problem-solving capabilities.
Strong written and verbal communication skills.
Comfortable navigating the command line.
Desired Skills:
Research experience in Machine Learning specific to Natural Language Processing, Computer Vision, or deep learning.
Experience with managing data and creating algorithms using AWS.
Experience with R, Java, or other programming languages.
Security Clearance:
Must be eligible to obtain and maintain a TS/SCI with Poly clearance

Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.

Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",Novetta," VA",Company - Private,Enterprise Software & Network Solutions,Information Technology,112161,181839,2020-04-28,2020-06-06,112161,181839
Senior Data Scientist,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

Novetta is seeking a Senior Data Scientist to develop innovative solutions for customers and internal product teams. We look to rapidly prototype solutions and deploy the most promising of them. We identify and leverage the latest techniques (fast.ai is a team favorite) so that our customers can stay one step ahead. On every project you'll learn something new (and likely teach us something as well).

Responsibilities include:
Develop solutions spanning multiple subject areas, from NLP to image and video.
Maintain awareness of state-of-the-art machine learning and techniques, methods and platforms, including commercial and open source.
Implement, configure and test machine learning and deep learning libraries and platforms (e.g. fast.ai, TensorFlow, Keras, XGBoost, LightGBM).
Test solutions on AWS using services such as SageMaker, EC2, and Snowball Edge.
Write blog posts and presentations that clearly communicate complex machine learning concepts to both technical and non-technical audiences.
Contribute to visually-appealing, web-enabled prototype applications that illustrate relevant machine learning capabilities.
Basic Qualifications:
Experience with Python (2+ years).
Experience with machine learning or statistics (2+ years).
Ability to work both independently and collaboratively.
High levels of curiosity, creativity, and problem-solving capabilities.
Strong written and verbal communication skills.
Comfortable navigating the command line.
Desired Skills:
Research experience in machine learning specific to natural language processing, computer vision, or deep learning.
Experience with managing data and creating algorithms using AWS.
Experience with R, Java, or other programming languages.
Security Clearance:
Active TS/SCI with polygraph required.
Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.

Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",Novetta," VA",Company - Private,Enterprise Software & Network Solutions,Information Technology,112161,181839,2020-04-28,2020-06-06,112161,181839
Senior Data Analyst,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

The Data Analyst will apply expertise in quantitative analysis, data mining, and data presentation to comprehend and identify trends and will provide technical solutions to a wide range of difficult problems.

The selected candidate will have the unique opportunity to support the customer through the application of programmatic and quantitative methods to identify patterns and relationships in large data sets using mathematical, statistical, and other data-driven analysis to address intelligence questions. The Data Analyst will apply and enhance their skills with developing, running, and analyzing results of complex queries against massive scale data stores/data processing environments.

Basic Qualifications:
The Data Analyst will provide imaginative, thorough, practicable, and consistent solutions with organizational objectives, work under general direction, and determine and develop approaches to solutions independently.
Present findings to both technical and non-technical collaborators and stakeholders.
Gather and analyze data across sources and systems to identify trends and derive recommendations or make predictions.
Generate and compile reports to provide a holistic comprehension of important performance metrics for more informed decision-making.
Position requires a Bachelor's degree.
Position requires five (5) years of related experience.
Experience with All-Source data analysis to perform technical targeting analytic support in the Intelligence Community.
Developing and using computer languages (e.g. Python, R, Pig, Java, C, SQL, ECL) to perform large scale parallel processing of data, and to develop, validate, and use methodologies to support analytic requirements in clustered computing environments.
Knowledge of SQL and databases
Experience using analytic techniques and tools to conduct technical targeting analytic support to the customer.
Ability to collaborate with technical teams to provide solutions.
Experience developing custom algorithms to support analytic requirements against massive data stores.
Desired Skills:
Experience in the Intelligence Community.
Security Clearance:
Active TS/SCI Poly security clearance required.

Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.


Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",Novetta," VA",Company - Private,Enterprise Software & Network Solutions,Information Technology,112161,181839,2020-04-28,2020-06-06,112161,181839
Senior Data Analyst,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

The Data Analyst will apply expertise in quantitative analysis, data mining, and data presentation to comprehend and identify trends and will provide technical solutions to a wide range of difficult problems.

The selected candidate will have the unique opportunity to support the customer through the application of programmatic and quantitative methods to identify patterns and relationships in large data sets using mathematical, statistical, and other data-driven analysis to address intelligence questions. The Data Analyst will apply and enhance their skills with developing, running, and analyzing results of complex queries against massive scale data stores/data processing environments.

Basic Qualifications:
The Data Analyst will provide imaginative, thorough, practicable, and consistent solutions with organizational objectives, work under general direction, and determine and develop approaches to solutions independently.
Present findings to both technical and non-technical collaborators and stakeholders.
Gather and analyze data across sources and systems to identify trends and derive recommendations or make predictions.
Generate and compile reports to provide a holistic comprehension of important performance metrics for more informed decision-making.
Position requires a Bachelor's degree.
Position requires five (5) years of related experience.
Experience with All-Source data analysis to perform technical targeting analytic support in the Intelligence Community.
Developing and using computer languages (e.g. Python, R, Pig, Java, C, SQL, ECL) to perform large scale parallel processing of data, and to develop, validate, and use methodologies to support analytic requirements in clustered computing environments.
Knowledge of SQL and databases
Experience using analytic techniques and tools to conduct technical targeting analytic support to the customer.
Ability to collaborate with technical teams to provide solutions.
Experience developing custom algorithms to support analytic requirements against massive data stores.
Desired Skills:
Experience in the Intelligence Community.
Security Clearance:
Active TS/SCI Poly security clearance required.

Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.


Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",Novetta," VA",Company - Private,Enterprise Software & Network Solutions,Information Technology,112161,181839,2020-04-25,2020-06-06,112161,181839
Data Science Instructor,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

Novetta is seeking a skilled Data Science Instructor to support a fast paced, innovative project supporting our client in the field of data science and AI/Machine Learning.

Basic Qualifications:
SME skill level
15+ years of experience in data science or a related field
Ability to become familiar with current client priorities, programs and issues in order to adapt training programs to reflect changes in client mission, structure, regulations, or processes.
Excellent oral, written, and interpersonal communication skills
Outstanding facilitation skills to manage group processes and elicit student participation
Analytic and problem-solving skills
Demonstrated ability to apply structured analysis methods to various types of data to establish trends, determine variability, and diagnose the effect on training curricula.
Ability to work independently and as part of a team
Security Clearance:
An active TS/SCI w/Poly clearance

Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.


Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality, and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",Novetta," VA",Company - Private,Enterprise Software & Network Solutions,Information Technology,112161,181839,2020-04-25,2020-06-06,112161,181839
Data Scientist,"Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

Novetta is seeking a Data Scientist who wants to develop innovative solutions for customers and internal product teams. We look to rapidly prototype solutions and deploy the most promising of them. We identify and leverage the latest techniques (fast.ai is a team favorite) so that our customers can stay one step ahead. On every project you'll learn something new (and likely teach us something as well). If that sounds appealing to you - we'd love to chat.

Responsibilities include:
Develop solutions spanning multiple subject areas, from NLP to Image and Video.
Maintain awareness of state-of-the-art machine learning and techniques, methods and platforms, including commercial and open source.
Implement, configure and test machine learning and deep learning libraries and platforms (e.g. fast.ai, TensorFlow, Keras, XGBoost, LightGBM).
Test solutions on AWS using services such as SageMaker, EC2, and Snowball Edge.
Write blog posts and presentations that clearly communicate complex machine learning concepts to both technical and non-technical audiences.
Contribute to visually-appealing, web-enabled prototype applications that illustrate relevant machine learning capabilities.
Basic Qualifications:
Experience with Python
Experience with machine learning or statistics
Ability to work both independently and collaboratively.
High levels of curiosity, creativity, and problem-solving capabilities.
Strong written and verbal communication skills.
Comfortable navigating the command line.
Desired Skills:
Research experience in Machine Learning specific to Natural Language Processing, Computer Vision, or deep learning.
Experience with managing data and creating algorithms using AWS.
Experience with R, Java, or other programming languages.
Security Clearance:
Must be eligible to obtain and maintain a TS/SCI with Poly clearance

Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.

Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.


Earn a REFERRAL BONUS for the qualified people you know.
For more details or to submit a referral, visit bit.ly/NovettaReferrals.

Novetta is an equal opportunity/affirmative action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",Novetta," VA",Company - Private,Enterprise Software & Network Solutions,Information Technology,112161,181839,2020-04-25,2020-06-06,112161,181839
